ts_code,name,action,position_hint,confidence,position,headline,signal_date,entry_date,entry_price,exit_date,exit_price,execution
002532.SZ,天山铝业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002594.SZ,比亚迪,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002600.SZ,领益智造,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002558.SZ,巨人网络,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002602.SZ,世纪华通,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002625.SZ,光启技术,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002648.SZ,卫星化学,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002709.SZ,天赐材料,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002714.SZ,牧原股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002736.SZ,国信证券,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002837.SZ,英维克,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002916.SZ,深南电路,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002920.SZ,德赛西威,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
003816.SZ,中国广核,观望,0%,常规,0.0,观望　仓位 0%,2026-08-17,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002938.SZ,鹏鼎控股,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300014.SZ,亿纬锂能,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300015.SZ,爱尔眼科,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300033.SZ,同花顺,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300122.SZ,智飞生物,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300059.SZ,东方财富,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300124.SZ,汇川技术,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300274.SZ,阳光电源,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300251.SZ,光线传媒,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300308.SZ,中际旭创,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300394.SZ,天孚通信,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300316.SZ,晶盛机电,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300408.SZ,三环集团,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300413.SZ,芒果超媒,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300418.SZ,昆仑万维,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300442.SZ,润泽科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300433.SZ,蓝思科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300450.SZ,先导智能,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300498.SZ,温氏股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300476.SZ,胜宏科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300628.SZ,亿联网络,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300502.SZ,新易盛,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300661.SZ,圣邦股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300760.SZ,迈瑞医疗,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300750.SZ,宁德时代,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300803.SZ,指南针,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300832.SZ,新产业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300866.SZ,安克创新,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
301165.SZ,锐捷网络,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300999.SZ,金龙鱼,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
300896.SZ,爱美客,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
301236.SZ,软通动力,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
301269.SZ,华大九天,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
301308.SZ,江波龙,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
302132.SZ,中航成飞,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
